,date,home_team,away_team,home_score,away_score,tournament,delta_goal,win,lose
1901,2021-10-12,Saudi Arabia,China PR,3,2,FIFA World Cup qualification,1,1,0
1902,2021-10-12,Portugal,Luxembourg,5,0,FIFA World Cup qualification,5,1,0
1903,2021-10-12,Serbia,Azerbaijan,3,1,FIFA World Cup qualification,2,1,0
1904,2021-10-12,Kosovo,Georgia,1,2,FIFA World Cup qualification,-1,0,1
1905,2021-10-12,Sweden,Greece,2,0,FIFA World Cup qualification,2,1,0
1906,2021-10-12,Bulgaria,Northern Ireland,2,1,FIFA World Cup qualification,1,1,0
1907,2021-10-12,Lithuania,Switzerland,0,4,FIFA World Cup qualification,-4,0,1
1908,2021-10-12,Kazakhstan,Finland,0,2,FIFA World Cup qualification,-2,0,1
1909,2021-10-12,Ukraine,Bosnia and Herzegovina,1,1,FIFA World Cup qualification,0,0,1
1910,2021-10-12,Faroe Islands,Scotland,0,1,FIFA World Cup qualification,-1,0,1
1911,2021-10-12,Denmark,Austria,1,0,FIFA World Cup qualification,1,1,0
1912,2021-10-12,Israel,Moldova,2,1,FIFA World Cup qualification,1,1,0
1913,2021-10-12,England,Hungary,1,1,FIFA World Cup qualification,0,0,1
1914,2021-10-12,Albania,Poland,0,1,FIFA World Cup qualification,-1,0,1
1915,2021-10-12,San Marino,Andorra,0,3,FIFA World Cup qualification,-3,0,1
1916,2021-10-12,Niger,Algeria,0,4,FIFA World Cup qualification,-4,0,1
1917,2021-10-12,Zimbabwe,Ghana,0,1,FIFA World Cup qualification,-1,0,1
1918,2021-10-12,South Africa,Ethiopia,1,0,FIFA World Cup qualification,1,1,0
1919,2021-10-12,Namibia,Senegal,1,3,FIFA World Cup qualification,-2,0,1
1920,2021-10-12,Congo,Togo,1,2,FIFA World Cup qualification,-1,0,1
1921,2021-10-12,Bahrain,New Zealand,0,1,Friendly,-1,0,1
1922,2021-10-12,Jordan,Uzbekistan,3,0,Friendly,3,1,0
1923,2021-10-12,Republic of Ireland,Qatar,4,0,Friendly,4,1,0
1924,2021-10-12,South Sudan,Gambia,1,2,Friendly,-1,0,1
1925,2021-10-12,Cambodia,Guam,2,1,AFC Asian Cup qualification,1,1,0
1926,2021-10-12,Morocco,Guinea,4,1,FIFA World Cup qualification,3,1,0
1927,2021-10-13,Honduras,Jamaica,0,2,FIFA World Cup qualification,-2,0,1
1928,2021-10-13,United States,Costa Rica,2,1,FIFA World Cup qualification,1,1,0
1929,2021-10-13,Canada,Panama,4,1,FIFA World Cup qualification,3,1,0
1930,2021-10-13,El Salvador,Mexico,0,2,FIFA World Cup qualification,-2,0,1
1931,2021-10-14,Bolivia,Paraguay,4,0,FIFA World Cup qualification,4,1,0
1933,2021-10-14,Argentina,Peru,1,0,FIFA World Cup qualification,1,1,0
1934,2021-10-14,Brazil,Uruguay,4,1,FIFA World Cup qualification,3,1,0
1935,2021-10-14,Chile,Venezuela,3,0,FIFA World Cup qualification,3,1,0
1936,2021-10-27,Mexico,Ecuador,2,3,Friendly,-1,0,1
1937,2021-11-05,El Salvador,Bolivia,0,1,Friendly,-1,0,1
1938,2021-11-10,Kosovo,Jordan,0,2,Friendly,-2,0,1
1939,2021-11-10,Nicaragua,Cuba,0,3,Friendly,-3,0,1
1940,2021-11-11,Czech Republic,Kuwait,7,0,Friendly,7,1,0
1941,2021-11-11,Kyrgyzstan,Singapore,2,1,Friendly,1,1,0
1942,2021-11-11,Serbia,Qatar,4,0,Friendly,4,1,0
1943,2021-11-11,Ukraine,Bulgaria,1,1,Friendly,0,0,1
1944,2021-11-11,Uganda,Kenya,1,1,FIFA World Cup qualification,0,0,1
1945,2021-11-11,Rwanda,Mali,0,3,FIFA World Cup qualification,-3,0,1
1946,2021-11-11,Ethiopia,Ghana,1,1,FIFA World Cup qualification,0,0,1
1947,2021-11-11,South Africa,Zimbabwe,1,0,FIFA World Cup qualification,1,1,0
1948,2021-11-11,Congo,Namibia,1,1,FIFA World Cup qualification,0,0,1
1949,2021-11-11,Togo,Senegal,1,1,FIFA World Cup qualification,0,0,1
1950,2021-11-11,Tanzania,DR Congo,0,3,FIFA World Cup qualification,-3,0,1
1951,2021-11-11,Benin,Madagascar,2,0,FIFA World Cup qualification,2,1,0
1952,2021-11-11,Lebanon,Iran,1,2,FIFA World Cup qualification,-1,0,1
1953,2021-11-11,Iraq,Syria,1,1,FIFA World Cup qualification,0,0,1
1954,2021-11-11,South Korea,United Arab Emirates,1,0,FIFA World Cup qualification,1,1,0
1955,2021-11-11,China PR,Oman,1,1,FIFA World Cup qualification,0,0,1
1956,2021-11-11,Vietnam,Japan,0,1,FIFA World Cup qualification,-1,0,1
1959,2021-11-11,Azerbaijan,Luxembourg,1,3,FIFA World Cup qualification,-2,0,1
1960,2021-11-11,Georgia,Sweden,2,0,FIFA World Cup qualification,2,1,0
1961,2021-11-11,Greece,Spain,0,1,FIFA World Cup qualification,-1,0,1
1962,2021-11-11,Russia,Cyprus,6,0,FIFA World Cup qualification,6,1,0
1963,2021-11-11,Malta,Croatia,1,7,FIFA World Cup qualification,-6,0,1
1964,2021-11-11,Slovakia,Slovenia,2,2,FIFA World Cup qualification,0,0,1
1965,2021-11-11,Germany,Liechtenstein,9,0,FIFA World Cup qualification,9,1,0
1966,2021-11-11,Armenia,North Macedonia,0,5,FIFA World Cup qualification,-5,0,1
1968,2021-11-11,Ecuador,Venezuela,1,0,FIFA World Cup qualification,1,1,0
1969,2021-11-11,Paraguay,Chile,0,1,FIFA World Cup qualification,-1,0,1
1970,2021-11-11,Peru,Bolivia,3,0,FIFA World Cup qualification,3,1,0
1971,2021-11-11,Brazil,Colombia,1,0,FIFA World Cup qualification,1,1,0
1972,2021-11-12,Burkina Faso,Niger,1,1,FIFA World Cup qualification,0,0,1
1973,2021-11-12,Djibouti,Algeria,0,4,FIFA World Cup qualification,-4,0,1
1974,2021-11-12,Gabon,Libya,1,0,FIFA World Cup qualification,1,1,0
1975,2021-11-12,Angola,Egypt,2,2,FIFA World Cup qualification,0,0,1
1977,2021-11-12,Morocco,Sudan,3,0,FIFA World Cup qualification,3,1,0
1978,2021-11-12,Canada,Costa Rica,1,0,FIFA World Cup qualification,1,1,0
1979,2021-11-12,Honduras,Panama,2,3,FIFA World Cup qualification,-1,0,1
1980,2021-11-12,El Salvador,Jamaica,1,1,FIFA World Cup qualification,0,0,1
1981,2021-11-12,United States,Mexico,2,0,FIFA World Cup qualification,2,1,0
1982,2021-11-12,Northern Ireland,Lithuania,1,0,FIFA World Cup qualification,1,1,0
1983,2021-11-12,Italy,Switzerland,1,1,FIFA World Cup qualification,0,0,1
1984,2021-11-12,Moldova,Scotland,0,2,FIFA World Cup qualification,-2,0,1
1985,2021-11-12,Denmark,Faroe Islands,3,1,FIFA World Cup qualification,2,1,0
1986,2021-11-12,Austria,Israel,4,2,FIFA World Cup qualification,2,1,0
1987,2021-11-12,England,Albania,5,0,FIFA World Cup qualification,5,1,0
1988,2021-11-12,Andorra,Poland,1,4,FIFA World Cup qualification,-3,0,1
1989,2021-11-12,Hungary,San Marino,4,0,FIFA World Cup qualification,4,1,0
1990,2021-11-12,Uruguay,Argentina,0,1,FIFA World Cup qualification,-1,0,1
1991,2021-11-13,Burundi,Myanmar,2,1,Friendly,1,1,0
1992,2021-11-13,Nicaragua,Cuba,2,0,Friendly,2,1,0
1993,2021-11-13,Sierra Leone,Comoros,0,2,Friendly,-2,0,1
1994,2021-11-13,Zambia,Mauritania,4,0,FIFA World Cup qualification,4,1,0
1995,2021-11-13,Equatorial Guinea,Tunisia,1,0,FIFA World Cup qualification,1,1,0
1996,2021-11-13,Cape Verde,Central African Republic,2,1,FIFA World Cup qualification,1,1,0
1997,2021-11-13,Liberia,Nigeria,0,2,FIFA World Cup qualification,-2,0,1
1998,2021-11-13,Malawi,Cameroon,0,4,FIFA World Cup qualification,-4,0,1
1999,2021-11-13,Ivory Coast,Mozambique,3,0,FIFA World Cup qualification,3,1,0
2000,2021-11-13,Bosnia and Herzegovina,Finland,1,3,FIFA World Cup qualification,-2,0,1
2001,2021-11-13,France,Kazakhstan,8,0,FIFA World Cup qualification,8,1,0
2002,2021-11-13,Wales,Belarus,5,1,FIFA World Cup qualification,4,1,0
2003,2021-11-13,Belgium,Estonia,3,1,FIFA World Cup qualification,2,1,0
2005,2021-11-13,Turkey,Gibraltar,6,0,FIFA World Cup qualification,6,1,0
2006,2021-11-13,Montenegro,Netherlands,2,2,FIFA World Cup qualification,0,0,1
2007,2021-11-14,Azerbaijan,Qatar,2,2,Friendly,0,0,1
2008,2021-11-14,Nicaragua,Cuba,2,0,Friendly,2,1,0
2009,2021-11-14,Mali,Uganda,1,0,FIFA World Cup qualification,1,1,0
2010,2021-11-14,Zimbabwe,Ethiopia,1,1,FIFA World Cup qualification,0,0,1
2011,2021-11-14,Ghana,South Africa,1,0,FIFA World Cup qualification,1,1,0
2012,2021-11-14,Senegal,Congo,2,0,FIFA World Cup qualification,2,1,0
2013,2021-11-14,DR Congo,Benin,2,0,FIFA World Cup qualification,2,1,0
2014,2021-11-14,Madagascar,Tanzania,1,1,FIFA World Cup qualification,0,0,1
2015,2021-11-14,Portugal,Serbia,1,2,FIFA World Cup qualification,-1,0,1
2016,2021-11-14,Luxembourg,Republic of Ireland,0,3,FIFA World Cup qualification,-3,0,1
2017,2021-11-14,Spain,Sweden,1,0,FIFA World Cup qualification,1,1,0
2018,2021-11-14,Greece,Kosovo,1,1,FIFA World Cup qualification,0,0,1
2019,2021-11-14,Croatia,Russia,1,0,FIFA World Cup qualification,1,1,0
2020,2021-11-14,Malta,Slovakia,0,6,FIFA World Cup qualification,-6,0,1
2021,2021-11-14,Slovenia,Cyprus,2,1,FIFA World Cup qualification,1,1,0
2022,2021-11-14,Liechtenstein,Romania,0,2,FIFA World Cup qualification,-2,0,1
2023,2021-11-14,North Macedonia,Iceland,3,1,FIFA World Cup qualification,2,1,0
2024,2021-11-14,Armenia,Germany,1,4,FIFA World Cup qualification,-3,0,1
2025,2021-11-15,Georgia,Uzbekistan,1,0,Friendly,1,1,0
2026,2021-11-15,Lithuania,Kuwait,1,1,Friendly,0,0,1
2027,2021-11-15,Niger,Djibouti,7,2,FIFA World Cup qualification,5,1,0
2028,2021-11-15,Kenya,Rwanda,2,1,FIFA World Cup qualification,1,1,0
2029,2021-11-15,Namibia,Togo,0,1,FIFA World Cup qualification,-1,0,1
2032,2021-11-15,Switzerland,Bulgaria,4,0,FIFA World Cup qualification,4,1,0
2033,2021-11-15,Scotland,Denmark,2,0,FIFA World Cup qualification,2,1,0
2034,2021-11-15,Austria,Moldova,4,1,FIFA World Cup qualification,3,1,0
2035,2021-11-15,Israel,Faroe Islands,3,2,FIFA World Cup qualification,1,1,0
2036,2021-11-15,Albania,Andorra,1,0,FIFA World Cup qualification,1,1,0
2037,2021-11-15,Poland,Hungary,1,2,FIFA World Cup qualification,-1,0,1
2038,2021-11-15,San Marino,England,0,10,FIFA World Cup qualification,-10,0,1
2039,2021-11-16,Bahrain,Kyrgyzstan,4,2,Friendly,2,1,0
2040,2021-11-16,Belarus,Jordan,1,0,Friendly,1,1,0
2041,2021-11-16,Kazakhstan,Tajikistan,1,0,Friendly,1,1,0
2042,2021-11-16,New Zealand,Gambia,2,0,Friendly,2,1,0
2043,2021-11-16,Indonesia,Afghanistan,0,1,Friendly,-1,0,1
2044,2021-11-16,Algeria,Burkina Faso,2,2,FIFA World Cup qualification,0,0,1
2045,2021-11-16,Mauritania,Equatorial Guinea,1,1,FIFA World Cup qualification,0,0,1
2046,2021-11-16,Tunisia,Zambia,3,1,FIFA World Cup qualification,2,1,0
2047,2021-11-16,Liberia,Central African Republic,3,1,FIFA World Cup qualification,2,1,0
2048,2021-11-16,Nigeria,Cape Verde,1,1,FIFA World Cup qualification,0,0,1
2049,2021-11-16,Mozambique,Malawi,1,0,FIFA World Cup qualification,1,1,0
2050,2021-11-16,Cameroon,Ivory Coast,1,0,FIFA World Cup qualification,1,1,0
2051,2021-11-16,Egypt,Gabon,2,1,FIFA World Cup qualification,1,1,0
2052,2021-11-16,Libya,Angola,1,1,FIFA World Cup qualification,0,0,1
2053,2021-11-16,Morocco,Guinea,3,0,FIFA World Cup qualification,3,1,0
2054,2021-11-16,Lebanon,United Arab Emirates,0,1,FIFA World Cup qualification,-1,0,1
2055,2021-11-16,Iraq,South Korea,0,3,FIFA World Cup qualification,-3,0,1
2056,2021-11-16,Syria,Iran,0,3,FIFA World Cup qualification,-3,0,1
2057,2021-11-16,China PR,Australia,1,1,FIFA World Cup qualification,0,0,1
2058,2021-11-16,Vietnam,Saudi Arabia,0,1,FIFA World Cup qualification,-1,0,1
2059,2021-11-16,Oman,Japan,0,1,FIFA World Cup qualification,-1,0,1
2060,2021-11-16,Jamaica,United States,1,1,FIFA World Cup qualification,0,0,1
2061,2021-11-16,Canada,Mexico,2,1,FIFA World Cup qualification,1,1,0
2062,2021-11-16,Costa Rica,Honduras,2,1,FIFA World Cup qualification,1,1,0
2063,2021-11-16,Panama,El Salvador,2,1,FIFA World Cup qualification,1,1,0
2064,2021-11-16,Bosnia and Herzegovina,Ukraine,0,2,FIFA World Cup qualification,-2,0,1
2065,2021-11-16,Finland,France,0,2,FIFA World Cup qualification,-2,0,1
2066,2021-11-16,Wales,Belgium,1,1,FIFA World Cup qualification,0,0,1
2067,2021-11-16,Czech Republic,Estonia,2,0,FIFA World Cup qualification,2,1,0
2068,2021-11-16,Gibraltar,Latvia,1,3,FIFA World Cup qualification,-2,0,1
2069,2021-11-16,Montenegro,Turkey,1,2,FIFA World Cup qualification,-1,0,1
2070,2021-11-16,Netherlands,Norway,2,0,FIFA World Cup qualification,2,1,0
2071,2021-11-16,Bolivia,Uruguay,3,0,FIFA World Cup qualification,3,1,0
2072,2021-11-16,Venezuela,Peru,1,2,FIFA World Cup qualification,-1,0,1
2075,2021-11-16,Chile,Ecuador,0,2,FIFA World Cup qualification,-2,0,1
2076,2021-11-25,Indonesia,Myanmar,4,1,Friendly,3,1,0
2077,2021-12-04,El Salvador,Ecuador,1,1,Friendly,0,0,1
2078,2021-12-08,Mexico,Chile,2,2,Friendly,0,0,1
2079,2021-12-09,Tanzania,Uganda,0,2,Friendly,-2,0,1
2080,2021-12-11,El Salvador,Chile,0,1,Friendly,-1,0,1
2081,2021-12-18,United States,Bosnia and Herzegovina,1,0,Friendly,1,1,0
2083,2021-12-30,Sudan,Ethiopia,2,3,Friendly,-1,0,1
2084,2021-12-31,Malawi,Comoros,2,1,Friendly,1,1,0
2085,2022-01-02,Gabon,Burkina Faso,0,3,Friendly,-3,0,1
2087,2022-01-03,Rwanda,Guinea,3,0,Friendly,3,1,0
2088,2022-01-04,Mauritania,Gabon,1,1,Friendly,0,0,1
2089,2022-01-05,Algeria,Ghana,3,0,Friendly,3,1,0
2090,2022-01-06,Rwanda,Guinea,0,2,Friendly,-2,0,1
2091,2022-01-09,Cameroon,Burkina Faso,2,1,African Cup of Nations,1,1,0
2092,2022-01-09,Ethiopia,Cape Verde,0,1,African Cup of Nations,-1,0,1
2093,2022-01-10,Senegal,Zimbabwe,1,0,African Cup of Nations,1,1,0
2094,2022-01-10,Guinea,Malawi,1,0,African Cup of Nations,1,1,0
2095,2022-01-10,Morocco,Ghana,1,0,African Cup of Nations,1,1,0
2096,2022-01-10,Comoros,Gabon,0,1,African Cup of Nations,-1,0,1
2097,2022-01-11,Nigeria,Egypt,1,0,African Cup of Nations,1,1,0
2100,2022-01-12,Iceland,Uganda,1,1,Friendly,0,0,1
2101,2022-01-12,Equatorial Guinea,Ivory Coast,0,1,African Cup of Nations,-1,0,1
2102,2022-01-12,Tunisia,Mali,0,1,African Cup of Nations,-1,0,1
2103,2022-01-12,Mauritania,Gambia,0,1,African Cup of Nations,-1,0,1
2104,2022-01-13,Cameroon,Ethiopia,4,1,African Cup of Nations,3,1,0
2105,2022-01-13,Cape Verde,Burkina Faso,0,1,African Cup of Nations,-1,0,1
2107,2022-01-14,Malawi,Zimbabwe,2,1,African Cup of Nations,1,1,0
2108,2022-01-14,Morocco,Comoros,2,0,African Cup of Nations,2,1,0
2109,2022-01-14,Gabon,Ghana,1,1,African Cup of Nations,0,0,1
2110,2022-01-15,South Korea,Iceland,5,1,Friendly,4,1,0
2111,2022-01-15,Nigeria,Sudan,3,1,African Cup of Nations,2,1,0
2112,2022-01-15,Guinea-Bissau,Egypt,0,1,African Cup of Nations,-1,0,1
2113,2022-01-16,Colombia,Honduras,2,1,Friendly,1,1,0
2114,2022-01-16,Peru,Panama,1,1,Friendly,0,0,1
2115,2022-01-16,Ivory Coast,Sierra Leone,2,2,African Cup of Nations,0,0,1
2116,2022-01-16,Algeria,Equatorial Guinea,0,1,African Cup of Nations,-1,0,1
2117,2022-01-16,Gambia,Mali,1,1,African Cup of Nations,0,0,1
2118,2022-01-16,Tunisia,Mauritania,4,0,African Cup of Nations,4,1,0
2119,2022-01-17,Burkina Faso,Ethiopia,1,1,African Cup of Nations,0,0,1
2120,2022-01-17,Cameroon,Cape Verde,1,1,African Cup of Nations,0,0,1
2121,2022-01-18,Moldova,Uganda,2,3,Friendly,-1,0,1
2123,2022-01-18,Zimbabwe,Guinea,2,1,African Cup of Nations,1,1,0
2124,2022-01-18,Gabon,Morocco,2,2,African Cup of Nations,0,0,1
2125,2022-01-18,Ghana,Comoros,2,3,African Cup of Nations,-1,0,1
2126,2022-01-19,Egypt,Sudan,1,0,African Cup of Nations,1,1,0
2127,2022-01-19,Guinea-Bissau,Nigeria,0,2,African Cup of Nations,-2,0,1
2128,2022-01-20,South Korea,Moldova,4,0,Friendly,4,1,0
2129,2022-01-20,Peru,Jamaica,3,0,Friendly,3,1,0
2130,2022-01-20,Ivory Coast,Algeria,3,1,African Cup of Nations,2,1,0
2131,2022-01-20,Sierra Leone,Equatorial Guinea,0,1,African Cup of Nations,-1,0,1
2132,2022-01-20,Gambia,Tunisia,1,0,African Cup of Nations,1,1,0
2133,2022-01-20,Mali,Mauritania,2,0,African Cup of Nations,2,1,0
2134,2022-01-21,Bolivia,Trinidad and Tobago,5,0,Friendly,5,1,0
2135,2022-01-21,Iraq,Uganda,1,0,Friendly,1,1,0
2136,2022-01-23,Burkina Faso,Gabon,1,1,African Cup of Nations,0,0,1
2137,2022-01-23,Nigeria,Tunisia,0,1,African Cup of Nations,-1,0,1
2138,2022-01-24,Cameroon,Comoros,2,1,African Cup of Nations,1,1,0
2139,2022-01-24,Guinea,Gambia,0,1,African Cup of Nations,-1,0,1
2140,2022-01-25,Morocco,Malawi,2,1,African Cup of Nations,1,1,0
2141,2022-01-25,Senegal,Cape Verde,2,0,African Cup of Nations,2,1,0
2144,2022-01-27,Bahrain,Uganda,3,1,Friendly,2,1,0
2145,2022-01-27,Indonesia,Timor-Leste,4,1,Friendly,3,1,0
2146,2022-01-27,Uzbekistan,South Sudan,3,0,Friendly,3,1,0
2147,2022-01-28,Jordan,New Zealand,3,1,Friendly,2,1,0
2148,2022-01-28,Suriname,Barbados,1,0,Friendly,1,1,0
2149,2022-01-29,Kuwait,Libya,2,0,Friendly,2,1,0
2150,2022-01-29,Nepal,Mauritius,1,0,Friendly,1,1,0
2151,2022-01-29,Nicaragua,Belize,4,0,Friendly,4,1,0
2152,2022-01-29,Burkina Faso,Tunisia,1,0,African Cup of Nations,1,1,0
2153,2022-01-29,Cameroon,Gambia,2,0,African Cup of Nations,2,1,0
2154,2022-01-30,Indonesia,Timor-Leste,3,0,Friendly,3,1,0
2155,2022-01-30,Egypt,Morocco,2,1,African Cup of Nations,1,1,0
2156,2022-01-30,Senegal,Equatorial Guinea,3,1,African Cup of Nations,2,1,0
2157,2022-02-01,Bahrain,DR Congo,1,0,Friendly,1,1,0
2158,2022-02-01,Kuwait,Libya,0,2,Friendly,-2,0,1
2159,2022-02-01,Nepal,Mauritius,1,0,Friendly,1,1,0
2160,2022-02-01,Nicaragua,Belize,1,1,Friendly,0,0,1
2161,2022-02-01,Suriname,Guyana,2,1,Friendly,1,1,0
2162,2022-02-02,Burkina Faso,Senegal,1,3,African Cup of Nations,-2,0,1
2164,2022-02-05,Cameroon,Burkina Faso,3,3,African Cup of Nations,0,0,1
